gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000125753,2730.5537163159183,1.8159391528429045,0.4680053002243833,3.880167921115978,1.0438437356690232e-4,5.975897699937379e-4
ENSG00000125746,410.8253713081696,1.936637883758404,0.38896122196158567,4.978999896163605,6.391367703498686e-7,7.2416168008969674e-6
ENSG00000125743,3518.966876467437,1.0424122234792235,0.31959690118187684,3.2616468420825067,0.001107670462397804,0.0044794731638863085
ENSG00000011478,247.48653008054475,2.926700497984033,0.3869923358982354,7.562683356999727,3.94837958599297e-14,2.088960487741874e-12
ENSG00000177051,237.31286317156312,1.1623036809998335,0.28853723311209056,4.028262378700718,5.619061414901427e-5,3.5211844831347164e-4
ENSG00000279407,88.60692823286286,-2.2211358072827423,0.5198514950492747,-4.272635220703192,1.931763350459421e-5,1.3878019098870155e-4
ENSG00000259605,2.9691774312161563,5.237299621771413,1.4754128340446135,3.5497180863027844,3.8564389023228716e-4,0.0018228845782473357
ENSG00000177045,49.513449813560946,5.303201471464832,0.6273127002644961,8.45384043592426,2.818744677213289e-17,2.7495973468504003e-15
ENSG00000104936,302.5098921103194,1.8527202688223823,0.37646441432440814,4.92136892180691,8.594095323595532e-7,9.330945583514245e-6
ENSG00000185800,467.21877568208595,1.2758503601675453,0.3556127829625095,3.5877516818681174,3.3354171720406266e-4,0.001612936437261784
ENSG00000125755,1928.636710989619,1.5266987500119453,0.3536725819196324,4.316700892462363,1.583785390839149e-5,1.165987287147265e-4
ENSG00000170604,181.70140265113014,3.3461173230258034,0.3916439314217171,8.543774215724405,1.2990774001685273e-17,1.3746000354664602e-15
ENSG00000176182,106.51188017140454,1.5870566619673008,0.4022229532106335,3.9457138119519533,7.956259837207027e-5,4.721571308334931e-4
ENSG00000104983,178.68240319679683,2.815838815052101,0.3815125903653161,7.380723169203418,1.5743204581371315e-13,7.488367710590561e-12
ENSG00000160014,7340.766234684574,1.3754711627801757,0.3905666394597703,3.5217323340332394,4.287367951152013e-4,0.001997092939305504
ENSG00000105287,988.9994404785044,1.4634485933629007,0.40508158971206487,3.6127255114287746,3.0299539687846235e-4,0.0014862308094380204
ENSG00000090372,1277.5913028188395,2.0997382290990765,0.2989699609795778,7.0232414728866575,2.16779075618086e-12,8.252144933437262e-11
ENSG00000181027,430.51771684354117,1.348967987026415,0.27084315641489876,4.980624228732442,6.337950127492283e-7,7.18761537619152e-6
ENSG00000105281,1170.9872039484108,2.1718853280439476,0.45073880179530246,4.818500913152542,1.446408639480717e-6,1.457027694437776e-5
ENSG00000042753,2376.4212954264226,1.9196032598302062,0.3365081580711749,5.704477629407696,1.1670041869531626e-8,2.0350857930582665e-7
ENSG00000279948,12.733883188966646,-1.5657752021617442,0.5976083839107247,-2.6200690022375115,0.008791197685963389,0.025494841247022688
ENSG00000130748,92.61578272611018,4.950127368684165,0.7703983757198989,6.425412519929728,1.315123794876263e-10,3.4401745621321455e-9
ENSG00000105327,287.92484360783254,2.9781922108862715,0.44183470466824465,6.740512185710881,1.578292659129672e-11,5.082961808769986e-10
ENSG00000105321,280.5112565860898,1.639949618164446,0.3706105635205468,4.424994265101477,9.644484529268497e-6,7.611949041241874e-5
ENSG00000257704,44.207318785440336,3.742814327431779,0.5651942007999046,6.622173975130445,3.53954111937952e-11,1.0447922084296143e-9
ENSG00000134815,326.7851789101223,1.6367914102051258,0.36490915610858216,4.485476406402045,7.2751196938484214e-6,5.9487324490760564e-5
ENSG00000118162,138.40725062422376,1.9750205334157023,0.323090179551462,6.112907969402145,9.783179576247074e-10,2.161996109540194e-8
ENSG00000105402,941.940790650966,1.6445430960342142,0.3085538927323902,5.3298407013148,9.829894981623104e-8,1.3767366095406177e-6
ENSG00000279861,12.413924801045425,1.6431817433754012,0.6713497054495082,2.447579450824655,0.01438194128284596,0.03829255120111199
ENSG00000277383,3.9701755540256847,4.905209852391129,1.3525529055611707,3.6266306716896746,2.8714353927701146e-4,0.0014227278696082402
ENSG00000063169,242.3309898759119,1.9278808460858228,0.4276275214898835,4.508317985168388,6.5343592095132564e-6,5.430150355406491e-5
ENSG00000024422,7333.758993629006,1.4507963156398926,0.3351802660102637,4.328406122798015,1.501923265522231e-5,1.1156479563905183e-4
ENSG00000105373,2574.1464516214924,2.1029009433715946,0.4212051166563022,4.992581666778596,5.957750856506938e-7,6.815252147901569e-6
ENSG00000178980,2555.845218385281,2.149397359413168,0.3256767685693949,6.599787171970715,4.117484453612987e-11,1.194213957905035e-9
ENSG00000105486,1181.7175754142413,1.421308011274389,0.3865700978423472,3.6767148292313943,2.3625689874953756e-4,0.0012006119811911785
ENSG00000161558,56.83119409495431,1.629420308352724,0.3462933834173547,4.705317474659738,2.5347119630091606e-6,2.3921703378784867e-5
ENSG00000105464,38.6319122328452,2.4798825455495166,0.7803331364657982,3.177979288155232,0.0014830534471728851,0.005748069328387597
ENSG00000105447,792.5644523798182,1.5503721894476945,0.39113287364270427,3.9637992455319493,7.376629319688756e-5,4.4366374607723413e-4
ENSG00000105443,1030.1505322924556,1.1254166180423602,0.2400879451401644,4.6875182233132815,2.7653808359914807e-6,2.5777189337954184e-5
ENSG00000142235,4.9614389129195375,3.36350790146651,1.282964681849195,2.621668350697335,0.008750053419866413,0.025395901208845197
ENSG00000063177,8833.83841634297,2.6268522913025705,0.32596469504609027,8.058701850920214,7.710891310592626e-16,5.961497764957246e-14
ENSG00000063176,160.3876973935646,2.616248551994166,0.3959445112200664,6.6076141425283,3.9056303648406865e-11,1.1420538813911196e-9
ENSG00000063180,99.26768327908746,-3.735817045637784,0.816220258080851,-4.576971728711653,4.717551852977909e-6,4.097624517306585e-5
ENSG00000176909,23.985965150456458,2.051039427788418,0.5963750009949014,3.439177404094363,5.834847340651041e-4,0.002597750183468315
ENSG00000105538,1460.0175332061708,2.6044302776633934,0.33310410246901684,7.818667672835523,5.338534204478973e-15,3.3665120240971947e-13
ENSG00000105552,800.0237038747222,2.4643627867776234,0.46679508308265166,5.279324646059475,1.2966089749666138e-7,1.761638700917643e-6
ENSG00000087076,312.7055839537867,2.5172412055484292,0.5666038500552221,4.442682846759857,8.88440763738381e-6,7.099565680663952e-5
ENSG00000105559,236.54732447901364,-5.645504612827717,0.8175984552329502,-6.904984441560864,5.020893028427719e-12,1.768430757487969e-10
ENSG00000104805,3272.951746414029,2.0854293217869206,0.2997113916024499,6.958124983627996,3.44831238459798e-12,1.2626283998266974e-10
ENSG00000087088,2496.9168671404177,2.392652366370302,0.4359860989218107,5.4879097574149895,4.067177420028507e-8,6.269478674873573e-7
ENSG00000087086,54915.260999974096,2.010464480545836,0.3857247798658056,5.212173512018803,1.8664085428617719e-07,2.447896750648328e-6
ENSG00000104812,1267.0182752915964,1.1153289225048184,0.47735128267359783,2.3364950781277263,0.0194654538259133,0.04927433481406051
ENSG00000183207,1752.9585385100384,3.769414909808252,0.5429159942006451,6.942906361338826,3.8411404561392705e-12,1.3881470256253234e-10
ENSG00000104852,4278.680705481457,1.084033623004707,0.33555959563360654,3.23052488175111,0.0012356314901188726,0.004918104808933454
ENSG00000104863,19.57828734929283,2.5432853636083532,0.628210613791956,4.0484597168086225,5.1555805337800946e-5,3.263849156818767e-4
ENSG00000221916,3.7948842837968133,3.4424067427945273,1.2911439638919184,2.666168017715096,0.007672133887346248,0.022744957976831726
ENSG00000177380,28.761059561733372,1.7160083813865754,0.5150825416314735,3.33152114989432,8.637273651362003e-4,0.0036189596916411395
ENSG00000130529,407.86369342361576,2.2289719295082557,0.42048994417961155,5.3008923527459055,1.1523802475227076e-7,1.5875587881559445e-6
ENSG00000063127,76.67733742949403,-2.0709614827959637,0.4381177498346277,-4.72695179224688,2.2791534727888027e-6,2.1764826203625995e-5
ENSG00000265407,4.507402591892146,-2.839801545792031,1.0768858700485877,-2.637049686299536,0.008363058101661554,0.02444589034833247
ENSG00000104894,62.6339593541171,-1.4041989490960067,0.5241913025470549,-2.6787910105966635,0.007388849495728189,0.022023675054586335
ENSG00000104872,747.3171428151783,1.6651715597427224,0.2835800635625413,5.871962714245892,4.306656194243246e-9,8.215876125488338e-8
ENSG00000161618,282.1442208620169,4.555763982036393,0.4404068744228459,10.344443392276135,4.434858297276647e-25,2.1715153215606355e-22
ENSG00000142541,30158.37309276402,1.861244248891499,0.2837845451948075,6.558652613072443,5.429612189142029e-11,1.539026964668045e-9
ENSG00000104870,1235.035633214698,2.1008175223546632,0.47436343337842657,4.428708822247524,9.479890491311495e-6,7.501008407763961e-5
ENSG00000142552,1666.1501154760156,4.12519859467368,0.8316128595783957,4.960479563489482,7.031935946067591e-7,7.863927650926998e-6
ENSG00000142546,859.3605161716171,2.2428222877789366,0.42034937757430524,5.335614627816292,9.522145006389529e-8,1.3388907944795005e-6
ENSG00000126464,456.1447767066695,2.6707697957763834,0.43874619147984045,6.087277445687184,1.1484685484101901e-9,2.487385654024221e-8
ENSG00000126458,1736.2185607837748,3.954909852827327,0.6992498322185031,5.655932501663423,1.5500237847154304e-8,2.629564806515878e-7
ENSG00000126461,1181.1955817098237,3.0055047102880614,0.44451365440503215,6.761332707115233,1.3672813320700295e-11,4.451597056643126e-10
ENSG00000126456,582.2481037119737,2.3892118138904594,0.30694604786693813,7.783816831960608,7.036861811441744e-15,4.328189979195153e-13
ENSG00000126453,318.7818133312772,3.8742973405326806,0.5947974370837761,6.513641618107701,7.335038437472273e-11,2.0374925457236662e-9
ENSG00000126457,2343.309839455417,2.3842179839508484,0.49239580227934693,4.842076177160887,1.2848948362801344e-6,1.3198845681442829e-5
ENSG00000224420,6.289700628116296,4.247523319214092,1.095102622604932,3.8786532253118557,1.0503635884370845e-4,6.00496326246586e-4
ENSG00000243829,37.564184291316415,1.9176693868378547,0.49562883596192864,3.869164277167197,1.0920904394417926e-4,6.207985989924982e-4
ENSG00000196961,2198.5765481090716,1.5014628215592332,0.27802253756841855,5.400507580036522,6.645260318849742e-8,9.721466940967531e-7
ENSG00000010361,127.1558632328743,1.437633798751451,0.4211607148275287,3.413504033347893,6.41332092325407e-4,0.0028052802609126047
ENSG00000104973,473.8996708612673,2.5054199440118694,0.38910303899809423,6.438962672877352,1.2029277639462665e-10,3.1821517077612466e-9
ENSG00000104960,554.0706728521205,2.8976587983952284,0.3912162880527244,7.406794877632267,1.2938835308416891e-13,6.261794482980361e-12
ENSG00000269352,38.394282323220764,1.1893926159858321,0.42309723962238066,2.8111566434405937,0.0049363746721283125,0.015659444653504603
ENSG00000039650,558.6220676510727,2.1332980197967895,0.3560667440322946,5.99128690210761,2.081869902837776e-9,4.2508957656308216e-8
ENSG00000204673,1224.2562467105972,1.369423605832046,0.3635684952375961,3.7666179104355897,1.6547395147562403e-4,8.844664356839335e-4
ENSG00000104946,480.2651981567416,1.534933567810592,0.33424704029487645,4.5922128927647545,4.385706335129298e-6,3.841454177511359e-5
ENSG00000104951,74.44482420494701,2.478527680193237,0.7708307240005857,3.2153981451722125,0.0013026371290216167,0.005145437264461849
ENSG00000213024,1240.6368432373245,2.0117609440111637,0.3286977431659338,6.120397799614897,9.33420351873939e-10,2.0664337789890077e-8
ENSG00000169136,709.3057207067806,1.2024861375238631,0.4432670767530503,2.7127801738223463,0.006672135166946696,0.020198394882894034
ENSG00000131408,693.8686554246627,2.4719334883435455,0.25255322110612505,9.787772563410774,1.2706414807525278e-22,3.411877317994852e-20
ENSG00000062822,542.7622081586924,4.058652558410622,0.5372766542986993,7.554120444165459,4.216998096801298e-14,2.2169868731225686e-12
ENSG00000161671,832.2025639859618,2.1633912938364075,0.44069531843127596,4.909040789308445,9.152294257478981e-7,9.834384345859083e-6
ENSG00000161677,154.7526273151884,5.255334680394826,0.5297133319119688,9.921091963885463,3.370483440508977e-23,1.0654140819796224e-20
ENSG00000105472,243.6121215266678,3.0939218705243015,1.0372564692751207,2.9827935155578897,0.0028563062358914672,0.009916734843235138
ENSG00000167747,707.4694798285847,2.8523670507478935,0.5203617908315072,5.481507483841157,4.2171688120469805e-8,6.468743217103022e-7
ENSG00000228674,9.453978854676665,6.875902772956202,2.6676384817711987,2.577524210998371,0.009951091012020229,0.028228929547131524
ENSG00000142544,46.13016137871187,3.7871230835812555,0.5473138431556848,6.919472494511708,4.533284917750962e-12,1.6172170138011005e-10
ENSG00000105383,6.446375417070393,-4.489803116030315,1.184310268117038,-3.7910699897660733,1.4999967314481362e-4,8.158917327144485e-4
ENSG00000105379,324.1846547706705,3.2428457648503075,0.4417846425686107,7.340331583270648,2.130653284905373e-13,9.963796597501305e-12
ENSG00000160318,5.299438342713399,2.081115769801722,0.8149663379868591,2.55362175441813,0.01066089984074908,0.029922894326535464
ENSG00000254521,6.084327803540993,-4.32310104012613,1.5693294193636038,-2.75474415172771,0.0058738047090190456,0.018093086369017342
ENSG00000105492,5.546621110167826,-4.989382864226904,1.7191691433482128,-2.902205919372018,0.003705448829927244,0.012302536877123906
ENSG00000269388,5.722146346742,2.4127104073383916,0.9591964595019978,2.5153454054563955,0.011891581683098913,0.03272609409194909
ENSG00000187474,32.55395456458854,-4.884217982289441,0.7995717800106372,-6.108542227721523,1.0054525889183613e-9,2.210225532611736e-8
ENSG00000161551,253.7113851657332,-1.5776631874927538,0.4342149568121148,-3.633369055445527,2.7974444530615096e-4,0.0013907581700547881
ENSG00000198093,271.2991694217967,-1.5495145908092733,0.3554952565592796,-4.358748990933128,1.3080803931683172e-5,9.904603874529781e-5
ENSG00000176024,243.79596237247577,-1.437597209380026,0.3646262650764138,-3.942659503913555,8.058302260330012e-5,4.777586040953491e-4
ENSG00000256683,288.3845277608227,-1.3107739080495469,0.38169549482952164,-3.434082732977982,5.945626948307898e-4,0.0026395412649447966
ENSG00000197619,300.68201263700905,-1.6327201129768425,0.42964648727310806,-3.8001477059417725,1.446098674585757e-4,7.915821153387884e-4
